"psu","HH1","HH2","HH7","hhsex","helevel","WS7","WS11","HW3","windex5","HW1","HW4","HW5"
1,1,1,1,1,0,8,18,NA,2,4,NA,2
1,1,2,1,1,4,2,14,1,5,1,NA,NA
1,1,3,1,1,0,2,11,1,5,1,NA,NA
1,1,4,1,1,3,2,14,1,5,1,NA,NA
1,1,5,1,2,0,2,12,1,5,1,NA,NA
1,1,6,1,1,0,2,18,1,3,1,NA,NA
1,1,7,1,1,4,2,12,1,5,1,NA,NA
1,1,8,1,2,0,2,14,1,5,1,NA,NA
1,1,9,1,1,0,2,11,1,5,1,NA,NA
1,1,10,1,1,0,2,18,1,4,1,NA,NA
1,1,11,1,1,4,2,12,1,5,1,NA,NA
1,1,12,1,1,0,2,14,1,3,1,NA,NA
1,1,13,1,1,0,2,12,1,5,1,NA,NA
1,1,14,1,1,3,2,11,1,5,1,NA,NA
1,1,15,1,1,1,2,14,1,4,1,NA,NA
1,1,16,1,2,0,1,12,1,5,1,NA,NA
1,1,17,1,1,0,2,18,1,5,1,NA,NA
1,1,18,1,2,0,2,18,1,5,1,NA,NA
1,1,19,1,1,0,2,11,1,4,1,NA,NA
1,1,20,1,1,1,2,11,1,4,1,NA,NA
2,2,1,1,1,1,1,11,1,4,1,NA,NA
2,2,2,1,NA,NA,NA,NA,NA,0,NA,NA,NA
2,2,3,1,NA,NA,NA,NA,NA,0,NA,NA,NA
2,2,4,1,1,4,2,11,1,5,1,NA,NA
2,2,5,1,2,0,2,11,1,4,1,NA,NA
2,2,6,1,1,1,2,11,1,5,1,NA,NA
2,2,7,1,1,4,1,11,1,5,1,NA,NA
2,2,8,1,1,4,2,11,1,5,1,NA,NA
2,2,9,1,1,4,2,11,1,5,1,NA,NA
2,2,10,1,1,3,1,11,1,5,1,NA,NA
2,2,11,1,1,3,2,11,1,5,1,NA,NA
2,2,12,1,NA,NA,NA,NA,NA,0,NA,NA,NA
2,2,13,1,1,0,2,11,1,3,1,NA,NA
2,2,14,1,1,4,2,11,1,5,1,NA,NA
2,2,15,1,1,3,2,11,1,5,1,NA,NA
2,2,16,1,NA,NA,NA,NA,NA,0,NA,NA,NA
2,2,17,1,1,0,2,11,1,4,1,NA,NA
2,2,18,1,1,0,2,11,1,5,1,NA,NA
2,2,19,1,1,4,2,11,1,5,1,NA,NA
2,2,20,1,1,0,2,11,1,5,1,NA,NA
3,3,1,1,1,0,1,18,2,1,3,NA,2
3,3,2,1,NA,NA,NA,NA,NA,0,NA,NA,NA
3,3,3,1,1,0,2,12,1,2,3,NA,NA
3,3,4,1,1,0,2,13,1,1,3,NA,NA
3,3,5,1,1,0,2,13,1,2,3,NA,NA
3,3,6,1,1,0,2,12,1,2,3,NA,NA
3,3,7,1,1,0,2,12,2,1,1,NA,1
3,3,8,1,1,0,2,95,2,1,1,NA,1
3,3,9,1,1,0,2,12,1,4,1,NA,NA
3,3,10,1,1,0,2,12,2,1,1,NA,1
3,3,11,1,NA,NA,NA,NA,NA,0,NA,NA,NA
3,3,12,1,1,0,2,12,2,1,3,NA,1
3,3,13,1,1,0,2,12,2,1,1,NA,1
3,3,14,1,1,0,2,12,2,2,1,NA,1
3,3,15,1,1,0,2,95,2,1,3,NA,1
3,3,16,1,1,0,2,95,1,1,3,NA,NA
3,3,17,1,1,0,2,12,1,2,1,NA,NA
3,3,18,1,1,0,2,12,1,2,1,NA,NA
3,3,19,1,1,0,2,13,2,1,3,NA,1
3,3,20,1,1,1,2,12,1,2,1,NA,NA
4,4,1,1,1,2,2,11,1,5,1,NA,NA
4,4,2,1,1,0,2,12,1,3,1,NA,NA
4,4,3,1,1,4,2,11,1,4,1,NA,NA
4,4,4,1,1,0,2,11,1,3,2,NA,NA
4,4,5,1,1,4,2,14,1,2,1,NA,NA
4,4,6,1,1,2,2,12,1,4,1,NA,NA
4,4,7,1,1,0,1,13,1,2,1,NA,NA
4,4,8,1,NA,NA,NA,NA,NA,0,NA,NA,NA
4,4,9,1,NA,NA,NA,NA,NA,0,NA,NA,NA
4,4,10,1,1,4,2,13,1,5,1,NA,NA
4,4,11,1,1,3,2,13,1,2,1,NA,NA
4,4,12,1,1,2,2,13,2,3,1,NA,1
4,4,13,1,1,4,2,11,1,4,2,NA,NA
4,4,14,1,1,0,2,14,2,3,1,NA,1
4,4,15,1,2,4,2,12,1,5,1,NA,NA
4,4,16,1,NA,NA,NA,NA,NA,0,NA,NA,NA
4,4,17,1,NA,NA,NA,NA,NA,0,NA,NA,NA
4,4,18,1,NA,NA,NA,NA,NA,0,NA,NA,NA
4,4,19,1,1,4,2,11,1,5,1,NA,NA
4,4,20,1,1,4,2,11,1,5,1,NA,NA
5,5,1,1,NA,NA,NA,NA,NA,0,NA,NA,NA
5,5,2,1,1,0,2,11,1,3,1,NA,NA
5,5,3,1,1,0,2,11,1,2,1,NA,NA
5,5,4,1,NA,NA,NA,NA,NA,0,NA,NA,NA
5,5,5,1,NA,NA,NA,NA,NA,0,NA,NA,NA
5,5,6,1,1,1,2,11,2,2,3,NA,1
5,5,7,1,2,1,2,11,1,5,1,NA,NA
5,5,8,1,1,3,2,11,1,3,1,NA,NA
5,5,9,1,1,3,2,11,1,3,1,NA,NA
5,5,10,1,1,2,2,11,1,4,2,NA,NA
5,5,11,1,1,0,2,13,1,3,1,NA,NA
5,5,12,1,1,0,2,11,2,3,1,NA,1
5,5,13,1,1,3,2,11,1,4,1,NA,NA
5,5,14,1,1,0,2,11,1,3,1,NA,NA
5,5,15,1,1,4,2,13,2,4,1,NA,1
5,5,16,1,1,1,2,11,1,3,1,NA,NA
5,5,17,1,1,0,2,11,1,5,1,NA,NA
5,5,18,1,1,1,2,11,1,5,1,NA,NA
5,5,19,1,1,2,2,11,1,5,1,NA,NA
5,5,20,1,1,4,2,11,1,5,1,NA,NA
6,6,1,1,1,0,2,11,1,5,1,NA,NA
6,6,2,1,2,1,2,11,1,5,1,NA,NA
6,6,3,1,1,2,1,11,1,5,1,NA,NA
6,6,4,1,NA,NA,NA,NA,NA,0,NA,NA,NA
6,6,5,1,1,3,2,11,1,5,1,NA,NA
6,6,6,1,2,0,2,11,1,4,1,NA,NA
6,6,7,1,1,1,2,13,1,4,2,NA,NA
6,6,8,1,1,4,2,11,1,5,1,NA,NA
6,6,9,1,NA,NA,NA,NA,NA,0,NA,NA,NA
6,6,10,1,1,3,1,11,1,4,1,NA,NA
6,6,11,1,NA,NA,NA,NA,NA,0,NA,NA,NA
6,6,12,1,2,2,2,11,1,4,1,NA,NA
6,6,13,1,1,4,2,11,1,4,1,NA,NA
6,6,14,1,1,2,2,11,1,5,1,NA,NA
6,6,15,1,1,4,2,11,1,4,1,NA,NA
6,6,16,1,1,3,2,11,1,4,1,NA,NA
6,6,17,1,1,4,2,11,1,4,1,NA,NA
6,6,18,1,1,1,2,11,1,3,1,NA,NA
6,6,19,1,2,1,2,11,1,3,1,NA,NA
6,6,20,1,NA,NA,NA,NA,NA,0,NA,NA,NA
7,7,1,1,1,0,2,11,1,2,1,NA,NA
7,7,2,1,1,0,2,11,2,2,3,NA,1
7,7,3,1,1,2,1,11,1,3,1,NA,NA
7,7,4,1,1,3,2,13,1,3,1,NA,NA
7,7,5,1,1,4,2,11,1,4,1,NA,NA
7,7,6,1,2,0,2,11,1,5,1,NA,NA
7,7,7,1,1,0,2,11,1,2,1,NA,NA
7,7,8,1,NA,NA,NA,NA,NA,0,NA,NA,NA
7,7,9,1,1,0,2,11,2,3,1,NA,1
7,7,10,1,NA,NA,NA,NA,NA,0,NA,NA,NA
7,7,11,1,1,0,2,11,1,4,1,NA,NA
7,7,12,1,NA,NA,NA,NA,NA,0,NA,NA,NA
7,7,13,1,NA,NA,NA,NA,NA,0,NA,NA,NA
7,7,14,1,1,0,2,11,1,3,1,NA,NA
7,7,15,1,1,0,2,11,1,4,1,NA,NA
7,7,16,1,1,1,2,11,1,2,1,NA,NA
7,7,17,1,1,2,2,11,1,2,1,NA,NA
7,7,18,1,1,0,2,11,1,4,1,NA,NA
7,7,19,1,1,4,2,11,1,5,1,NA,NA
7,7,20,1,1,0,1,95,1,1,3,NA,NA
8,8,1,1,1,0,2,11,1,3,1,NA,NA
8,8,2,1,1,0,2,11,1,3,1,NA,NA
8,8,3,1,1,0,2,11,1,5,1,NA,NA
8,8,4,1,1,4,2,11,1,5,1,NA,NA
8,8,5,1,NA,NA,NA,NA,NA,0,NA,NA,NA
8,8,6,1,1,3,2,11,1,5,1,NA,NA
8,8,7,1,1,3,2,11,1,4,1,NA,NA
8,8,8,1,1,4,2,11,1,5,1,NA,NA
8,8,9,1,1,4,2,11,1,5,1,NA,NA
8,8,10,1,1,3,2,11,1,3,1,NA,NA
8,8,11,1,1,3,2,11,1,5,1,NA,NA
8,8,12,1,1,0,2,11,1,4,2,NA,NA
8,8,13,1,1,1,2,11,1,5,1,NA,NA
8,8,14,1,1,3,2,11,1,4,1,NA,NA
8,8,15,1,1,4,2,11,1,3,1,NA,NA
8,8,16,1,1,3,2,11,1,4,1,NA,NA
8,8,17,1,1,4,2,11,1,5,1,NA,NA
8,8,18,1,1,2,1,11,1,3,1,NA,NA
8,8,19,1,NA,NA,NA,NA,NA,0,NA,NA,NA
8,8,20,1,1,1,2,11,1,4,2,NA,NA
9,9,1,1,1,2,2,11,1,5,1,NA,NA
9,9,2,1,1,0,1,11,1,4,1,NA,NA
9,9,3,1,1,1,2,11,1,5,1,NA,NA
9,9,4,1,1,3,8,11,1,4,2,NA,NA
9,9,5,1,NA,NA,NA,NA,NA,0,NA,NA,NA
9,9,6,1,1,3,2,11,1,5,1,NA,NA
9,9,7,1,1,3,2,11,1,5,1,NA,NA
9,9,8,1,1,4,2,11,1,5,1,NA,NA
9,9,9,1,1,4,2,11,1,5,1,NA,NA
9,9,10,1,1,3,2,11,1,5,1,NA,NA
9,9,11,1,1,3,2,11,1,5,1,NA,NA
9,9,12,1,1,4,2,11,1,5,1,NA,NA
9,9,13,1,2,3,2,11,1,5,1,NA,NA
9,9,14,1,NA,NA,NA,NA,NA,0,NA,NA,NA
9,9,15,1,1,1,2,11,1,4,1,NA,NA
9,9,16,1,1,3,2,11,1,4,2,NA,NA
9,9,17,1,1,2,2,11,1,5,1,NA,NA
9,9,18,1,1,4,1,11,2,5,1,NA,1
9,9,19,1,1,4,2,11,1,5,1,NA,NA
9,9,20,1,2,0,1,11,2,4,1,NA,1
10,10,1,1,NA,NA,NA,NA,NA,0,NA,NA,NA
10,10,2,1,1,0,2,95,2,1,1,NA,1
10,10,3,1,2,0,2,95,2,1,2,NA,2
10,10,4,1,1,0,2,13,1,3,1,NA,NA
10,10,5,1,1,3,2,13,2,3,2,NA,1
10,10,6,1,1,1,2,12,2,1,1,NA,2
10,10,7,1,1,0,2,13,1,2,1,NA,NA
10,10,8,1,1,1,2,22,2,2,1,NA,1
10,10,9,1,1,0,2,13,2,1,1,NA,2
10,10,10,1,1,0,2,13,1,2,1,NA,NA
10,10,11,1,1,2,1,14,1,2,1,NA,NA
10,10,12,1,1,0,2,95,1,1,3,NA,NA
10,10,13,1,1,1,1,13,1,2,2,NA,NA
10,10,14,1,1,0,2,13,1,2,2,NA,NA
10,10,15,1,1,1,2,12,1,3,1,NA,NA
10,10,16,1,1,0,2,13,2,1,2,NA,2
10,10,17,1,NA,NA,NA,NA,NA,0,NA,NA,NA
10,10,18,1,1,0,2,12,1,1,3,NA,NA
10,10,19,1,1,0,1,13,2,2,1,NA,1
10,10,20,1,1,1,2,14,2,2,2,NA,1
11,11,1,1,1,4,2,11,1,5,1,NA,NA
11,11,2,1,1,4,2,11,1,5,1,NA,NA
11,11,3,1,1,1,2,11,1,4,1,NA,NA
11,11,4,1,1,3,1,11,1,3,1,NA,NA
11,11,5,1,1,4,2,11,1,5,1,NA,NA
11,11,6,1,1,3,1,11,1,4,2,NA,NA
11,11,7,1,1,4,2,11,1,4,1,NA,NA
11,11,8,1,1,4,2,11,1,5,1,NA,NA
11,11,9,1,1,4,2,11,1,3,1,NA,NA
11,11,10,1,1,4,2,11,1,3,1,NA,NA
11,11,11,1,1,0,2,11,1,2,1,NA,NA
11,11,12,1,1,1,2,11,1,4,1,NA,NA
11,11,13,1,1,2,2,11,1,3,1,NA,NA
11,11,14,1,1,4,2,11,1,5,1,NA,NA
11,11,15,1,1,4,2,11,1,5,1,NA,NA
11,11,16,1,1,3,1,11,1,3,1,NA,NA
11,11,17,1,1,4,2,11,1,5,1,NA,NA
11,11,18,1,1,3,2,11,1,4,1,NA,NA
11,11,19,1,1,4,2,11,1,5,1,NA,NA
11,11,20,1,1,3,2,11,1,5,1,NA,NA
12,12,1,1,1,3,2,13,1,1,2,NA,NA
12,12,2,1,1,0,2,95,2,1,3,NA,1
12,12,3,1,NA,NA,NA,NA,NA,0,NA,NA,NA
12,12,4,1,1,0,2,95,2,1,1,NA,2
12,12,5,1,1,2,2,13,2,3,2,NA,1
12,12,6,1,1,1,2,13,1,2,1,NA,NA
12,12,7,1,1,3,2,95,1,1,3,NA,NA
12,12,8,1,1,3,1,95,2,1,3,NA,1
12,12,9,1,1,1,2,13,2,1,3,NA,1
12,12,10,1,1,1,2,12,1,3,1,NA,NA
12,12,11,1,1,0,2,13,1,1,1,NA,NA
12,12,12,1,1,1,2,95,2,1,3,NA,1
12,12,13,1,1,0,2,13,2,1,1,NA,2
12,12,14,1,1,0,2,13,1,1,1,NA,NA
12,12,15,1,1,1,2,13,2,1,1,NA,1
12,12,16,1,2,0,2,13,NA,1,4,NA,1
12,12,17,1,NA,NA,NA,NA,NA,0,NA,NA,NA
12,12,18,1,NA,NA,NA,NA,NA,0,NA,NA,NA
12,12,19,1,1,3,2,13,1,2,1,NA,NA
12,12,20,1,1,2,2,13,1,3,1,NA,NA
13,13,1,1,2,0,2,11,1,5,1,NA,NA
13,13,2,1,2,0,2,11,1,3,1,NA,NA
13,13,3,1,1,0,2,11,1,4,1,NA,NA
13,13,4,1,2,0,1,11,1,4,1,NA,NA
13,13,5,1,1,2,2,11,1,5,1,NA,NA
13,13,6,1,1,1,2,11,1,3,2,NA,NA
13,13,7,1,1,0,2,11,1,4,1,NA,NA
13,13,8,1,2,2,2,11,1,5,1,NA,NA
13,13,9,1,2,4,2,11,1,5,1,NA,NA
13,13,10,1,1,0,2,11,1,4,1,NA,NA
13,13,11,1,1,4,1,11,1,5,1,NA,NA
13,13,12,1,1,0,2,11,1,5,1,NA,NA
13,13,13,1,1,3,2,11,1,5,1,NA,NA
13,13,14,1,1,3,2,11,1,5,1,NA,NA
13,13,15,1,1,0,2,11,1,4,1,NA,NA
13,13,16,1,NA,NA,NA,NA,NA,0,NA,NA,NA
13,13,17,1,2,2,2,11,1,5,1,NA,NA
13,13,18,1,1,0,2,11,1,4,2,NA,NA
13,13,19,1,1,3,2,11,1,3,1,NA,NA
13,13,20,1,1,0,1,11,1,3,1,NA,NA
14,14,1,1,1,2,1,11,1,4,1,NA,NA
14,14,2,1,1,0,2,12,1,2,1,NA,NA
14,14,3,1,1,1,1,18,1,3,1,NA,NA
14,14,4,1,1,3,2,11,1,2,1,NA,NA
14,14,5,1,1,0,2,12,1,5,1,NA,NA
14,14,6,1,2,0,2,11,1,4,1,NA,NA
14,14,7,1,2,0,2,12,1,3,1,NA,NA
14,14,8,1,1,1,2,12,1,5,1,NA,NA
14,14,9,1,1,0,1,11,1,2,1,NA,NA
14,14,10,1,1,1,1,18,1,3,1,NA,NA
14,14,11,1,1,0,2,12,1,3,1,NA,NA
14,14,12,1,1,3,2,12,1,4,1,NA,NA
14,14,13,1,1,2,2,12,1,3,1,NA,NA
14,14,14,1,NA,NA,NA,NA,NA,0,NA,NA,NA
14,14,15,1,1,0,1,18,1,4,1,NA,NA
14,14,16,1,1,0,2,12,2,2,1,NA,1
14,14,17,1,1,0,2,12,2,1,1,NA,1
14,14,18,1,1,0,2,12,1,2,1,NA,NA
14,14,19,1,1,0,1,18,1,2,1,NA,NA
14,14,20,1,2,0,2,11,1,2,1,NA,NA
15,15,1,1,1,4,2,11,1,4,1,NA,NA
15,15,2,1,1,1,2,11,1,4,1,NA,NA
15,15,3,1,1,3,2,11,1,5,1,NA,NA
15,15,4,1,1,4,2,11,1,5,1,NA,NA
15,15,5,1,1,2,2,11,1,5,1,NA,NA
15,15,6,1,1,0,2,11,1,5,1,NA,NA
15,15,7,1,1,4,2,11,1,4,1,NA,NA
15,15,8,1,1,1,2,11,1,4,1,NA,NA
15,15,9,1,2,0,2,11,1,3,1,NA,NA
15,15,10,1,1,3,2,11,2,4,2,NA,1
15,15,11,1,1,1,2,11,1,5,1,NA,NA
15,15,12,1,1,0,1,95,NA,1,4,NA,1
15,15,13,1,1,4,2,11,1,5,1,NA,NA
15,15,14,1,2,0,2,11,1,5,1,NA,NA
15,15,15,1,1,0,2,11,1,3,1,NA,NA
15,15,16,1,1,1,2,11,1,3,1,NA,NA
15,15,17,1,1,3,1,14,1,5,1,NA,NA
15,15,18,1,1,0,2,11,1,4,1,NA,NA
15,15,19,1,1,4,2,14,1,5,1,NA,NA
15,15,20,1,NA,NA,NA,NA,NA,0,NA,NA,NA
16,16,1,1,1,0,1,18,1,1,3,NA,NA
16,16,2,1,1,2,2,13,1,3,1,NA,NA
16,16,3,1,1,0,2,13,1,1,2,NA,NA
16,16,4,1,1,2,2,14,2,3,2,NA,2
16,16,5,1,1,1,2,13,1,1,2,NA,NA
16,16,6,1,1,0,2,13,1,1,2,NA,NA
16,16,7,1,1,4,1,13,1,2,2,NA,NA
16,16,8,1,1,0,1,14,1,2,2,NA,NA
16,16,9,1,1,0,2,13,1,1,2,NA,NA
16,16,10,1,1,2,2,13,1,3,2,NA,NA
16,16,11,1,1,0,2,14,1,3,1,NA,NA
16,16,12,1,1,1,1,13,1,2,2,NA,NA
16,16,13,1,1,3,1,12,1,4,1,NA,NA
16,16,14,1,1,1,2,13,1,1,2,NA,NA
16,16,15,1,2,0,2,12,1,3,1,NA,NA
16,16,16,1,2,0,2,12,1,4,1,NA,NA
16,16,17,1,1,0,2,13,1,2,1,NA,NA
16,16,18,1,1,3,2,13,1,3,1,NA,NA
16,16,19,1,1,0,2,13,1,1,2,NA,NA
16,16,20,1,1,3,2,13,1,3,3,NA,NA
17,17,1,1,2,0,2,14,1,4,2,NA,NA
17,17,2,1,2,0,2,14,1,2,2,NA,NA
17,17,3,1,2,2,2,18,1,4,1,NA,NA
17,17,4,1,1,4,2,14,1,4,2,NA,NA
17,17,5,1,1,1,2,18,2,3,3,NA,1
17,17,6,1,2,0,2,18,1,5,1,NA,NA
17,17,7,1,1,2,2,14,1,5,2,NA,NA
17,17,8,1,1,4,2,18,1,4,2,NA,NA
17,17,9,1,1,3,2,14,1,4,1,NA,NA
17,17,10,1,1,0,2,18,2,2,2,NA,1
17,17,11,1,1,3,2,18,1,5,1,NA,NA
17,17,12,1,1,3,2,14,1,4,1,NA,NA
17,17,13,1,NA,NA,NA,NA,NA,0,NA,NA,NA
17,17,14,1,1,4,2,18,1,4,2,NA,NA
17,17,15,1,1,2,2,14,1,2,1,NA,NA
17,17,16,1,1,0,2,11,1,5,1,NA,NA
17,17,17,1,1,4,2,14,1,3,2,NA,NA
17,17,18,1,1,0,1,14,2,1,3,NA,1
17,17,19,1,1,0,2,14,1,3,2,NA,NA
17,17,20,1,1,0,2,18,1,4,2,NA,NA
18,18,1,1,1,0,2,13,1,5,1,NA,NA
18,18,2,1,1,3,2,12,1,4,2,NA,NA
18,18,3,1,1,3,1,13,2,4,3,NA,1
18,18,4,1,1,4,2,12,1,4,2,NA,NA
18,18,5,1,1,4,2,13,1,5,2,NA,NA
18,18,6,1,1,1,2,14,1,4,1,NA,NA
18,18,7,1,1,0,2,13,1,2,2,NA,NA
18,18,8,1,1,1,2,13,1,3,2,NA,NA
18,18,9,1,1,0,2,13,1,2,2,NA,NA
18,18,10,1,1,1,2,14,1,5,2,NA,NA
18,18,11,1,1,3,2,13,1,2,3,NA,NA
18,18,12,1,1,3,2,14,1,4,2,NA,NA
18,18,13,1,1,4,2,12,1,5,1,NA,NA
18,18,14,1,1,4,2,13,1,4,1,NA,NA
18,18,15,1,2,0,2,13,2,2,2,NA,1
18,18,16,1,1,4,2,13,1,4,1,NA,NA
18,18,17,1,1,2,2,11,1,5,1,NA,NA
18,18,18,1,1,1,2,12,1,5,1,NA,NA
18,18,19,1,1,0,2,11,1,5,1,NA,NA
18,18,20,1,1,0,2,12,1,2,2,NA,NA
19,19,1,1,1,2,2,11,1,4,1,NA,NA
19,19,2,1,1,4,2,11,1,5,1,NA,NA
19,19,3,1,1,2,2,11,1,4,1,NA,NA
19,19,4,1,1,4,2,11,1,3,1,NA,NA
19,19,5,1,1,1,1,14,1,3,1,NA,NA
19,19,6,1,1,2,2,11,1,2,1,NA,NA
19,19,7,1,1,4,2,14,1,4,1,NA,NA
19,19,8,1,1,3,2,18,1,5,1,NA,NA
19,19,9,1,NA,NA,NA,NA,NA,0,NA,NA,NA
19,19,10,1,1,2,2,11,1,4,1,NA,NA
19,19,11,1,1,1,2,14,1,3,1,NA,NA
19,19,12,1,1,2,2,18,1,3,1,NA,NA
19,19,13,1,1,3,2,14,1,3,1,NA,NA
19,19,14,1,1,2,2,14,1,3,2,NA,NA
19,19,15,1,1,4,2,11,1,5,1,NA,NA
19,19,16,1,1,2,2,96,1,2,3,NA,NA
19,19,17,1,1,4,2,11,1,5,1,NA,NA
19,19,18,1,1,4,2,11,1,4,1,NA,NA
19,19,19,1,1,0,1,11,1,5,1,NA,NA
19,19,20,1,2,0,2,18,1,4,1,NA,NA
20,20,1,1,1,0,2,95,2,1,3,NA,1
20,20,2,1,1,0,1,13,2,1,3,NA,1
20,20,3,1,1,0,2,95,2,1,1,NA,1
20,20,4,1,NA,NA,NA,NA,NA,0,NA,NA,NA
20,20,5,1,1,0,2,12,1,1,3,NA,NA
20,20,6,1,1,0,2,95,2,1,3,NA,1
20,20,7,1,2,0,2,12,1,2,3,NA,NA
20,20,8,1,1,1,2,95,1,1,1,NA,NA
20,20,9,1,1,3,2,12,1,4,1,NA,NA
20,20,10,1,1,3,1,95,1,2,3,NA,NA
20,20,11,1,1,3,2,12,1,3,1,NA,NA
20,20,12,1,1,0,1,13,1,1,1,NA,NA
20,20,13,1,1,1,2,12,2,1,1,NA,1
20,20,14,1,1,0,2,14,2,1,2,NA,2
20,20,15,1,1,1,1,12,2,2,3,NA,1
20,20,16,1,1,0,2,12,2,2,1,NA,1
20,20,17,1,1,0,2,12,1,3,1,NA,NA
20,20,18,1,1,3,2,12,1,2,1,NA,NA
20,20,19,1,1,4,2,12,1,1,1,NA,NA
20,20,20,1,1,0,2,12,2,2,1,NA,1
21,21,1,1,1,0,2,95,2,1,3,NA,2
21,21,2,1,1,0,1,13,2,1,2,NA,1
21,21,3,1,NA,NA,NA,NA,NA,0,NA,NA,NA
21,21,4,1,1,2,2,95,1,1,3,NA,NA
21,21,5,1,1,0,2,95,2,1,2,NA,1
21,21,6,1,1,0,2,13,1,2,1,NA,NA
21,21,7,1,1,0,2,13,NA,1,4,NA,2
21,21,8,1,NA,NA,NA,NA,NA,0,NA,NA,NA
21,21,9,1,1,0,2,95,1,2,1,NA,NA
21,21,10,1,2,0,2,13,1,2,1,NA,NA
21,21,11,1,1,0,2,95,2,1,2,NA,1
21,21,12,1,1,0,2,95,1,1,2,NA,NA
21,21,13,1,1,0,2,95,2,1,1,NA,2
21,21,14,1,1,0,2,13,2,1,3,NA,1
21,21,15,1,1,4,2,13,2,2,3,NA,2
21,21,16,1,1,0,2,13,1,1,2,NA,NA
21,21,17,1,1,4,2,13,2,2,3,NA,1
21,21,18,1,1,0,2,14,NA,1,4,NA,2
21,21,19,1,1,3,2,13,2,1,3,NA,2
21,21,20,1,1,1,2,13,2,1,3,NA,1
22,22,1,1,2,0,2,95,2,1,1,NA,1
22,22,2,1,1,3,2,13,1,2,3,NA,NA
22,22,3,1,2,0,1,95,2,1,3,NA,2
22,22,4,1,1,0,1,95,2,2,3,NA,1
22,22,5,1,1,0,2,95,NA,1,4,NA,1
22,22,6,1,1,0,2,13,1,1,1,NA,NA
22,22,7,1,1,0,1,95,1,1,1,NA,NA
22,22,8,1,2,0,2,95,1,1,1,NA,NA
22,22,9,1,1,0,2,95,2,1,3,NA,1
22,22,10,1,1,0,2,95,NA,1,4,NA,1
22,22,11,1,1,0,1,95,2,1,2,NA,2
22,22,12,1,1,0,2,95,1,1,2,NA,NA
22,22,13,1,1,2,2,13,1,1,1,NA,NA
22,22,14,1,2,0,2,13,1,4,1,NA,NA
22,22,15,1,1,0,1,95,NA,1,4,NA,1
22,22,16,1,1,4,1,13,1,2,1,NA,NA
22,22,17,1,1,0,2,13,1,3,1,NA,NA
22,22,18,1,1,0,2,13,2,1,1,NA,1
22,22,19,1,1,3,2,13,1,1,3,NA,NA
22,22,20,1,2,0,2,95,2,1,2,NA,2
23,23,1,1,1,1,2,21,1,2,2,NA,NA
23,23,2,1,1,0,2,95,2,1,2,NA,1
23,23,3,1,1,0,2,95,1,1,2,NA,NA
23,23,4,1,1,0,2,13,2,1,3,NA,2
23,23,5,1,1,0,2,13,1,3,2,NA,NA
23,23,6,1,1,3,2,13,1,2,2,NA,NA
23,23,7,1,1,0,2,13,1,2,2,NA,NA
23,23,8,1,1,0,2,18,2,1,3,NA,1
23,23,9,1,1,0,2,95,2,1,2,NA,2
23,23,10,1,1,0,2,95,1,1,3,NA,NA
23,23,11,1,1,0,2,13,1,1,2,NA,NA
23,23,12,1,1,0,2,13,1,3,1,NA,NA
23,23,13,1,1,0,2,95,2,1,2,NA,1
23,23,14,1,1,2,2,13,1,2,2,NA,NA
23,23,15,1,1,0,2,13,NA,1,4,NA,2
23,23,16,1,1,0,2,13,2,2,2,NA,2
23,23,17,1,1,0,2,13,2,1,2,NA,1
23,23,18,1,1,0,2,13,1,1,2,NA,NA
23,23,19,1,1,0,2,95,2,1,2,NA,2
23,23,20,1,1,0,2,13,1,1,2,NA,NA
24,24,1,1,1,0,2,95,2,1,2,NA,1
24,24,2,1,1,0,2,13,2,1,3,NA,2
24,24,3,1,1,0,2,14,1,3,3,NA,NA
24,24,4,1,1,0,2,13,2,2,3,NA,2
24,24,5,1,1,1,2,13,1,1,2,NA,NA
24,24,6,1,1,4,2,13,1,4,1,NA,NA
24,24,7,1,1,1,2,95,1,1,2,NA,NA
24,24,8,1,1,0,2,95,2,1,3,NA,1
24,24,9,1,1,0,2,95,2,1,3,NA,1
24,24,10,1,2,0,2,13,1,1,2,NA,NA
24,24,11,1,1,0,2,95,2,1,3,NA,2
24,24,12,1,2,0,2,95,2,1,3,NA,1
24,24,13,1,2,0,2,95,2,1,2,NA,1
24,24,14,1,1,0,2,95,2,1,2,NA,1
24,24,15,1,1,1,2,95,2,1,2,NA,2
24,24,16,1,1,0,2,95,2,1,3,NA,2
24,24,17,1,1,1,2,13,2,2,3,NA,2
24,24,18,1,1,0,2,95,2,1,2,NA,1
24,24,19,1,1,0,2,95,2,1,1,NA,1
24,24,20,1,1,0,2,95,2,1,2,NA,1
25,25,1,1,1,2,2,13,1,1,1,NA,NA
25,25,2,1,NA,NA,NA,NA,NA,0,NA,NA,NA
25,25,3,1,NA,NA,NA,NA,NA,0,NA,NA,NA
25,25,4,1,NA,NA,NA,NA,NA,0,NA,NA,NA
25,25,5,1,1,0,2,13,2,1,3,NA,1
25,25,6,1,1,0,1,13,1,1,3,NA,NA
25,25,7,1,1,0,1,95,2,1,3,NA,1
25,25,8,1,1,0,2,13,2,1,2,NA,1
25,25,9,1,1,1,2,95,2,1,3,NA,1
25,25,10,1,1,0,2,95,2,1,3,NA,1
25,25,11,1,1,0,2,14,2,1,1,NA,1
25,25,12,1,1,0,2,95,NA,1,4,NA,2
