"psu","HH1","HH2","HH7","hhsex","helevel","WS7","WS11","HW3","windex5","HW1","HW4","HW5"
1427,1427,18,19,1,3,2,12,1,5,2,NA,NA
1427,1427,19,19,1,4,2,13,1,4,3,NA,NA
1427,1427,20,19,1,0,2,12,1,2,2,NA,NA
1428,1428,1,19,1,4,2,12,1,5,1,NA,NA
1428,1428,2,19,1,0,1,18,1,3,1,NA,NA
1428,1428,3,19,1,3,2,13,1,4,2,NA,NA
1428,1428,4,19,1,2,2,14,1,3,2,NA,NA
1428,1428,5,19,1,0,1,95,1,1,3,NA,NA
1428,1428,6,19,1,0,2,12,1,3,1,NA,NA
1428,1428,7,19,1,0,2,12,1,3,2,NA,NA
1428,1428,8,19,1,0,2,12,1,2,2,NA,NA
1428,1428,9,19,1,0,2,12,1,3,2,NA,NA
1428,1428,10,19,1,3,2,12,1,3,1,NA,NA
1428,1428,11,19,1,3,2,12,1,2,1,NA,NA
1428,1428,12,19,1,0,2,14,1,2,1,NA,NA
1428,1428,13,19,1,0,2,12,1,3,1,NA,NA
1428,1428,14,19,1,0,2,12,1,2,1,NA,NA
1428,1428,15,19,2,0,2,12,1,3,2,NA,NA
1428,1428,16,19,1,0,2,18,1,2,2,NA,NA
1428,1428,17,19,1,3,2,12,1,3,1,NA,NA
1428,1428,18,19,1,3,2,12,1,3,1,NA,NA
1428,1428,19,19,1,0,2,14,1,2,2,NA,NA
1428,1428,20,19,1,0,2,12,1,2,1,NA,NA
1429,1429,1,19,1,1,1,12,1,3,1,NA,NA
1429,1429,2,19,1,0,2,13,1,1,1,NA,NA
1429,1429,3,19,1,0,2,12,1,3,1,NA,NA
1429,1429,4,19,1,0,2,12,1,2,1,NA,NA
1429,1429,5,19,NA,NA,NA,NA,NA,0,NA,NA,NA
1429,1429,6,19,1,1,2,12,1,3,2,NA,NA
1429,1429,7,19,1,2,2,12,1,2,1,NA,NA
1429,1429,8,19,1,3,2,12,1,3,2,NA,NA
1429,1429,9,19,1,1,2,12,1,3,2,NA,NA
1429,1429,10,19,1,0,2,12,1,2,3,NA,NA
1429,1429,11,19,1,0,2,12,1,1,2,NA,NA
1429,1429,12,19,1,2,2,12,1,2,1,NA,NA
1429,1429,13,19,1,1,2,12,1,3,2,NA,NA
1429,1429,14,19,1,4,2,12,1,3,2,NA,NA
1429,1429,15,19,1,2,2,12,1,4,1,NA,NA
1429,1429,16,19,1,2,1,13,1,3,2,NA,NA
1429,1429,17,19,2,0,2,12,1,3,1,NA,NA
1429,1429,18,19,1,0,2,12,1,2,2,NA,NA
1429,1429,19,19,1,3,2,14,1,3,1,NA,NA
1429,1429,20,19,1,2,2,12,1,3,2,NA,NA
1430,1430,1,19,1,0,1,12,1,1,3,NA,NA
1430,1430,2,19,2,0,2,12,1,2,1,NA,NA
1430,1430,3,19,1,3,2,12,1,2,1,NA,NA
1430,1430,4,19,1,1,2,12,1,1,3,NA,NA
1430,1430,5,19,1,2,2,12,1,4,1,NA,NA
1430,1430,6,19,1,4,2,12,1,3,1,NA,NA
1430,1430,7,19,1,3,2,12,1,4,2,NA,NA
1430,1430,8,19,1,4,2,12,1,4,2,NA,NA
1430,1430,9,19,1,0,2,12,1,4,1,NA,NA
1430,1430,10,19,1,3,2,12,1,3,1,NA,NA
1430,1430,11,19,1,4,2,12,1,4,1,NA,NA
1430,1430,12,19,1,0,2,12,1,2,3,NA,NA
1430,1430,13,19,1,0,2,12,1,2,1,NA,NA
1430,1430,14,19,1,0,2,14,1,3,2,NA,NA
1430,1430,15,19,1,0,2,12,1,5,1,NA,NA
1430,1430,16,19,1,0,2,12,2,3,1,NA,1
1430,1430,17,19,1,4,2,12,1,4,2,NA,NA
1430,1430,18,19,1,2,2,13,1,3,1,NA,NA
1430,1430,19,19,1,2,2,12,1,1,2,NA,NA
1430,1430,20,19,NA,NA,NA,NA,NA,0,NA,NA,NA
1431,1431,1,19,1,3,2,12,1,2,2,NA,NA
1431,1431,2,19,1,4,2,18,1,3,1,NA,NA
1431,1431,3,19,1,1,1,12,1,2,2,NA,NA
1431,1431,4,19,1,0,2,12,1,2,2,NA,NA
1431,1431,5,19,2,0,1,95,NA,1,4,NA,2
1431,1431,6,19,1,0,2,12,1,2,2,NA,NA
1431,1431,7,19,1,0,2,12,1,2,2,NA,NA
1431,1431,8,19,1,0,2,95,1,1,3,NA,NA
1431,1431,9,19,1,0,2,12,1,2,2,NA,NA
1431,1431,10,19,1,0,1,12,2,2,1,NA,1
1431,1431,11,19,1,0,2,12,1,2,3,NA,NA
1431,1431,12,19,1,0,2,12,1,2,2,NA,NA
1431,1431,13,19,1,0,2,12,1,2,2,NA,NA
1431,1431,14,19,1,4,2,12,1,3,2,NA,NA
1431,1431,15,19,2,0,2,12,1,2,2,NA,NA
1431,1431,16,19,1,3,2,12,1,3,2,NA,NA
1431,1431,17,19,NA,NA,NA,NA,NA,0,NA,NA,NA
1431,1431,18,19,1,3,2,12,1,2,2,NA,NA
1431,1431,19,19,1,1,1,13,2,1,3,NA,2
1431,1431,20,19,1,0,2,12,1,2,2,NA,NA
1432,1432,1,19,1,0,2,14,1,3,2,NA,NA
1432,1432,2,19,1,3,2,12,1,4,2,NA,NA
1432,1432,3,19,1,3,2,12,2,3,2,NA,2
1432,1432,4,19,1,3,2,14,1,4,2,NA,NA
1432,1432,5,19,1,0,2,14,1,2,2,NA,NA
1432,1432,6,19,1,0,2,14,1,2,2,NA,NA
1432,1432,7,19,1,0,2,14,1,1,1,NA,NA
1432,1432,8,19,1,0,2,14,1,3,1,NA,NA
1432,1432,9,19,1,2,2,12,1,1,2,NA,NA
1432,1432,10,19,1,1,2,14,2,2,3,NA,1
1432,1432,11,19,1,0,2,14,1,3,2,NA,NA
1432,1432,12,19,1,4,2,12,1,3,2,NA,NA
1432,1432,13,19,1,0,2,14,1,1,2,NA,NA
1432,1432,14,19,1,0,2,13,1,3,1,NA,NA
1432,1432,15,19,1,3,2,12,1,2,2,NA,NA
1432,1432,16,19,1,0,2,12,1,2,2,NA,NA
1432,1432,17,19,1,0,2,12,1,1,2,NA,NA
1432,1432,18,19,1,0,2,13,1,1,1,NA,NA
1432,1432,19,19,1,1,2,95,1,1,2,NA,NA
1432,1432,20,19,1,0,2,12,1,2,1,NA,NA
1433,1433,1,19,1,0,2,95,2,1,3,NA,2
1433,1433,2,19,1,0,1,12,1,2,2,NA,NA
1433,1433,3,19,1,1,2,12,1,3,1,NA,NA
1433,1433,4,19,2,0,1,12,1,3,1,NA,NA
1433,1433,5,19,1,1,2,12,1,4,2,NA,NA
1433,1433,6,19,1,1,2,95,2,1,1,NA,1
1433,1433,7,19,1,2,2,13,1,2,1,NA,NA
1433,1433,8,19,1,0,2,12,2,2,1,NA,2
1433,1433,9,19,1,0,2,12,1,2,1,NA,NA
1433,1433,10,19,1,0,2,12,1,2,3,NA,NA
1433,1433,11,19,1,0,1,12,1,1,1,NA,NA
1433,1433,12,19,1,0,2,14,1,1,2,NA,NA
1433,1433,13,19,1,2,2,12,1,2,2,NA,NA
1433,1433,14,19,1,0,2,96,2,1,3,NA,2
1433,1433,15,19,1,0,2,12,1,3,1,NA,NA
1433,1433,16,19,1,1,1,14,2,1,3,NA,2
1433,1433,17,19,1,3,2,12,1,2,1,NA,NA
1433,1433,18,19,1,1,1,95,NA,1,4,NA,1
1433,1433,19,19,1,0,1,95,2,1,3,NA,2
1433,1433,20,19,1,3,1,12,1,2,1,NA,NA
1434,1434,1,19,1,2,2,14,1,2,2,NA,NA
1434,1434,2,19,1,3,2,14,1,2,2,NA,NA
1434,1434,3,19,1,2,2,12,1,3,2,NA,NA
1434,1434,4,19,1,0,2,95,1,2,2,NA,NA
1434,1434,5,19,2,0,2,95,1,1,2,NA,NA
1434,1434,6,19,1,0,2,14,1,2,3,NA,NA
1434,1434,7,19,1,3,2,12,1,3,2,NA,NA
1434,1434,8,19,1,0,2,14,1,2,3,NA,NA
1434,1434,9,19,1,2,2,12,1,3,2,NA,NA
1434,1434,10,19,1,2,2,13,1,1,3,NA,NA
1434,1434,11,19,1,3,2,12,1,2,2,NA,NA
1434,1434,12,19,1,4,2,12,1,3,2,NA,NA
1434,1434,13,19,1,0,2,13,2,2,3,NA,2
1434,1434,14,19,2,0,2,14,1,1,2,NA,NA
1434,1434,15,19,1,1,2,13,1,2,1,NA,NA
1434,1434,16,19,1,0,2,12,1,1,2,NA,NA
1434,1434,17,19,1,0,2,12,1,3,2,NA,NA
1434,1434,18,19,1,3,2,12,1,3,2,NA,NA
1434,1434,19,19,1,3,2,95,NA,1,4,NA,2
1434,1434,20,19,1,0,2,96,NA,2,4,NA,1
1435,1435,1,19,1,0,2,95,1,1,2,NA,NA
1435,1435,2,19,1,1,2,12,1,2,2,NA,NA
1435,1435,3,19,1,4,2,13,1,3,1,NA,NA
1435,1435,4,19,1,0,2,12,1,2,2,NA,NA
1435,1435,5,19,1,0,2,12,1,1,2,NA,NA
1435,1435,6,19,1,1,2,12,1,1,2,NA,NA
1435,1435,7,19,1,2,2,12,1,2,3,NA,NA
1435,1435,8,19,1,0,2,12,1,1,2,NA,NA
1435,1435,9,19,1,0,2,12,1,1,2,NA,NA
1435,1435,10,19,1,3,2,12,1,1,3,NA,NA
1435,1435,11,19,1,0,2,12,1,2,2,NA,NA
1435,1435,12,19,1,0,2,13,1,2,1,NA,NA
1435,1435,13,19,1,0,2,12,1,2,2,NA,NA
1435,1435,14,19,1,3,2,12,1,1,2,NA,NA
1435,1435,15,19,1,0,2,95,1,1,3,NA,NA
1435,1435,16,19,1,3,2,12,1,2,2,NA,NA
1435,1435,17,19,1,0,2,14,1,2,2,NA,NA
1435,1435,18,19,1,2,2,18,1,3,1,NA,NA
1435,1435,19,19,1,3,2,12,1,3,1,NA,NA
1435,1435,20,19,1,0,2,12,1,2,2,NA,NA
1436,1436,1,19,1,1,2,12,2,2,2,NA,1
1436,1436,2,19,1,0,2,12,1,2,1,NA,NA
1436,1436,3,19,1,2,2,12,1,2,2,NA,NA
1436,1436,4,19,1,3,2,41,2,1,3,NA,1
1436,1436,5,19,1,0,2,95,1,1,1,NA,NA
1436,1436,6,19,2,0,2,12,1,2,3,NA,NA
1436,1436,7,19,1,0,2,12,1,2,2,NA,NA
1436,1436,8,19,1,0,2,12,1,2,2,NA,NA
1436,1436,9,19,1,1,2,12,1,2,2,NA,NA
1436,1436,10,19,2,0,2,12,1,2,2,NA,NA
1436,1436,11,19,1,0,2,12,1,3,2,NA,NA
1436,1436,12,19,1,0,2,12,1,2,2,NA,NA
1436,1436,13,19,1,4,2,12,1,3,1,NA,NA
1436,1436,14,19,1,0,2,12,1,3,1,NA,NA
1436,1436,15,19,1,3,2,12,2,3,1,NA,2
1436,1436,16,19,NA,NA,NA,NA,NA,0,NA,NA,NA
1436,1436,17,19,NA,NA,NA,NA,NA,0,NA,NA,NA
1436,1436,18,19,1,0,2,12,1,2,2,NA,NA
1436,1436,19,19,1,3,2,12,1,3,1,NA,NA
1436,1436,20,19,1,2,2,12,1,4,1,NA,NA
1437,1437,1,19,1,1,2,12,1,1,2,NA,NA
1437,1437,2,19,2,0,2,12,1,1,2,NA,NA
1437,1437,3,19,1,1,2,12,1,2,3,NA,NA
1437,1437,4,19,2,0,1,12,1,2,2,NA,NA
1437,1437,5,19,1,2,2,12,1,3,2,NA,NA
1437,1437,6,19,1,3,2,12,1,3,2,NA,NA
1437,1437,7,19,1,2,2,12,1,2,2,NA,NA
1437,1437,8,19,NA,NA,NA,NA,NA,0,NA,NA,NA
1437,1437,9,19,1,0,2,12,1,1,3,NA,NA
1437,1437,10,19,1,0,2,12,1,2,2,NA,NA
1437,1437,11,19,1,0,1,95,1,1,2,NA,NA
1437,1437,12,19,1,0,2,95,1,1,2,NA,NA
1437,1437,13,19,1,1,2,14,1,3,2,NA,NA
1437,1437,14,19,1,1,2,12,1,2,3,NA,NA
1437,1437,15,19,1,3,2,12,1,4,2,NA,NA
1437,1437,16,19,1,0,2,12,1,2,2,NA,NA
1437,1437,17,19,1,1,2,12,1,2,3,NA,NA
1437,1437,18,19,1,0,2,95,1,1,3,NA,NA
1437,1437,19,19,1,1,2,95,1,1,3,NA,NA
1437,1437,20,19,1,0,2,18,1,1,2,NA,NA
1438,1438,1,19,1,0,2,14,1,1,2,NA,NA
1438,1438,2,19,2,0,2,18,2,2,3,NA,2
1438,1438,3,19,1,1,2,12,1,2,3,NA,NA
1438,1438,4,19,1,3,2,12,1,1,2,NA,NA
1438,1438,5,19,1,0,2,99,1,2,3,NA,NA
1438,1438,6,19,1,0,2,14,2,1,3,NA,2
1438,1438,7,19,1,0,2,95,1,1,2,NA,NA
1438,1438,8,19,1,0,2,12,1,1,2,NA,NA
1438,1438,9,19,1,0,2,18,1,2,3,NA,NA
1438,1438,10,19,1,0,2,14,1,1,2,NA,NA
1438,1438,11,19,1,4,2,12,1,2,2,NA,NA
1438,1438,12,19,1,1,2,95,NA,1,4,NA,2
1438,1438,13,19,2,0,2,12,1,2,2,NA,NA
1438,1438,14,19,1,0,2,12,1,1,2,NA,NA
1438,1438,15,19,1,0,2,95,2,1,2,NA,2
1438,1438,16,19,1,0,2,95,NA,1,4,NA,2
1438,1438,17,19,1,0,2,12,1,1,2,NA,NA
1438,1438,18,19,1,0,2,12,1,2,2,NA,NA
1438,1438,19,19,1,0,2,95,2,1,2,NA,2
1438,1438,20,19,1,0,2,14,1,1,2,NA,NA
1439,1439,1,19,2,0,2,12,1,4,2,NA,NA
1439,1439,2,19,1,1,2,12,1,2,2,NA,NA
1439,1439,3,19,1,3,2,12,1,1,2,NA,NA
1439,1439,4,19,1,0,2,12,1,2,2,NA,NA
1439,1439,5,19,1,3,2,12,1,2,2,NA,NA
1439,1439,6,19,1,0,2,12,1,3,2,NA,NA
1439,1439,7,19,1,0,2,12,1,1,2,NA,NA
1439,1439,8,19,1,0,2,12,1,1,2,NA,NA
1439,1439,9,19,2,0,2,95,1,1,2,NA,NA
1439,1439,10,19,1,0,2,12,1,2,2,NA,NA
1439,1439,11,19,1,2,2,12,1,2,2,NA,NA
1439,1439,12,19,1,0,2,12,1,3,2,NA,NA
1439,1439,13,19,1,0,2,13,1,2,1,NA,NA
1439,1439,14,19,1,4,2,12,1,2,2,NA,NA
1439,1439,15,19,1,3,2,12,1,2,2,NA,NA
1439,1439,16,19,1,2,2,12,1,1,2,NA,NA
1439,1439,17,19,2,0,2,12,1,2,2,NA,NA
1439,1439,18,19,1,0,2,95,1,1,3,NA,NA
1439,1439,19,19,1,2,2,12,1,3,2,NA,NA
1439,1439,20,19,1,0,2,13,1,2,2,NA,NA
1440,1440,1,19,1,1,2,12,1,4,2,NA,NA
1440,1440,2,19,1,2,2,12,1,4,2,NA,NA
1440,1440,3,19,1,0,2,12,1,3,1,NA,NA
1440,1440,4,19,1,0,2,12,1,3,2,NA,NA
1440,1440,5,19,1,0,2,12,1,1,3,NA,NA
1440,1440,6,19,1,4,2,12,1,4,1,NA,NA
1440,1440,7,19,NA,NA,NA,NA,NA,0,NA,NA,NA
1440,1440,8,19,1,0,2,12,1,2,1,NA,NA
1440,1440,9,19,1,2,2,14,1,2,3,NA,NA
1440,1440,10,19,1,0,2,12,1,1,2,NA,NA
1440,1440,11,19,1,0,2,12,1,4,1,NA,NA
1440,1440,12,19,1,3,2,12,1,1,3,NA,NA
1440,1440,13,19,1,1,1,12,1,2,1,NA,NA
1440,1440,14,19,1,1,1,12,1,2,2,NA,NA
1440,1440,15,19,1,0,2,95,2,1,1,NA,2
1440,1440,16,19,1,0,1,95,1,1,1,NA,NA
1440,1440,17,19,1,0,2,13,1,1,3,NA,NA
1440,1440,18,19,1,3,2,12,1,4,1,NA,NA
1440,1440,19,19,1,3,2,12,1,3,1,NA,NA
1440,1440,20,19,2,0,2,12,1,3,1,NA,NA
1441,1441,1,19,1,0,2,12,1,3,3,NA,NA
1441,1441,2,19,1,2,2,12,1,2,2,NA,NA
1441,1441,3,19,1,4,2,13,1,3,2,NA,NA
1441,1441,4,19,2,0,2,12,1,3,2,NA,NA
1441,1441,5,19,2,0,2,12,1,3,2,NA,NA
1441,1441,6,19,1,2,2,12,1,3,2,NA,NA
1441,1441,7,19,1,1,2,12,1,2,2,NA,NA
1441,1441,8,19,1,0,2,12,1,1,2,NA,NA
1441,1441,9,19,1,0,2,12,1,3,2,NA,NA
1441,1441,10,19,1,0,2,12,1,3,1,NA,NA
1441,1441,11,19,1,0,2,12,1,3,1,NA,NA
1441,1441,12,19,1,4,2,12,1,3,1,NA,NA
1441,1441,13,19,1,0,2,12,1,2,2,NA,NA
1441,1441,14,19,1,1,2,12,1,2,3,NA,NA
1441,1441,15,19,1,1,2,12,1,3,2,NA,NA
1441,1441,16,19,1,3,2,12,1,4,1,NA,NA
1441,1441,17,19,1,3,1,13,1,2,3,NA,NA
1441,1441,18,19,1,0,2,12,1,3,2,NA,NA
1441,1441,19,19,1,0,2,12,1,3,2,NA,NA
1441,1441,20,19,1,2,2,12,1,3,3,NA,NA
1442,1442,1,19,1,3,1,12,1,2,3,NA,NA
1442,1442,2,19,1,3,2,12,1,3,2,NA,NA
1442,1442,3,19,1,0,2,14,1,1,3,NA,NA
1442,1442,4,19,1,4,2,12,1,2,2,NA,NA
1442,1442,5,19,2,0,2,12,1,2,2,NA,NA
1442,1442,6,19,1,0,2,12,1,2,2,NA,NA
1442,1442,7,19,1,3,2,12,1,2,2,NA,NA
1442,1442,8,19,NA,NA,NA,NA,NA,0,NA,NA,NA
1442,1442,9,19,1,3,2,12,1,2,2,NA,NA
1442,1442,10,19,1,0,2,12,1,2,3,NA,NA
1442,1442,11,19,1,3,1,13,1,1,3,NA,NA
1442,1442,12,19,1,4,2,12,1,3,2,NA,NA
1442,1442,13,19,1,3,2,12,1,2,2,NA,NA
1442,1442,14,19,1,1,2,12,1,2,2,NA,NA
1442,1442,15,19,1,0,2,12,1,1,3,NA,NA
1442,1442,16,19,1,0,2,95,1,1,2,NA,NA
1442,1442,17,19,1,2,2,12,1,2,2,NA,NA
1442,1442,18,19,1,0,2,96,2,1,3,NA,2
1442,1442,19,19,1,4,2,12,1,3,2,NA,NA
1442,1442,20,19,1,4,2,13,1,3,2,NA,NA
1443,1443,1,19,1,0,2,12,1,2,2,NA,NA
1443,1443,2,19,1,0,2,12,1,1,2,NA,NA
1443,1443,3,19,1,0,2,18,1,1,2,NA,NA
1443,1443,4,19,1,4,2,12,1,3,2,NA,NA
1443,1443,5,19,1,4,2,12,1,2,2,NA,NA
1443,1443,6,19,1,0,2,12,1,3,1,NA,NA
1443,1443,7,19,1,0,2,95,1,1,2,NA,NA
1443,1443,8,19,1,3,2,12,1,3,2,NA,NA
1443,1443,9,19,1,0,2,13,1,2,2,NA,NA
1443,1443,10,19,1,0,2,12,1,2,2,NA,NA
1443,1443,11,19,1,0,1,12,2,2,2,NA,2
1443,1443,12,19,1,2,2,12,1,3,2,NA,NA
1443,1443,13,19,1,3,2,12,2,3,2,NA,2
1443,1443,14,19,1,0,2,12,1,3,2,NA,NA
1443,1443,15,19,1,0,2,12,1,3,2,NA,NA
1443,1443,16,19,1,0,2,12,1,4,2,NA,NA
1443,1443,17,19,1,0,2,14,1,2,2,NA,NA
1443,1443,18,19,1,0,1,14,1,2,3,NA,NA
1443,1443,19,19,1,0,2,95,1,1,2,NA,NA
1443,1443,20,19,1,0,2,12,1,2,2,NA,NA
1444,1444,1,19,1,4,2,14,1,5,1,NA,NA
1444,1444,2,19,1,1,2,12,1,3,2,NA,NA
1444,1444,3,19,1,4,8,12,1,5,1,NA,NA
1444,1444,4,19,NA,NA,NA,NA,NA,0,NA,NA,NA
1444,1444,5,19,2,0,2,12,1,1,1,NA,NA
1444,1444,6,19,1,1,2,14,1,4,1,NA,NA
1444,1444,7,19,1,1,1,14,1,3,2,NA,NA
1444,1444,8,19,1,4,2,12,1,4,1,NA,NA
1444,1444,9,19,1,0,2,14,1,3,1,NA,NA
1444,1444,10,19,NA,NA,NA,NA,NA,0,NA,NA,NA
1444,1444,11,19,1,0,1,12,1,2,1,NA,NA
1444,1444,12,19,1,3,1,12,1,2,1,NA,NA
1444,1444,13,19,1,2,2,12,1,4,1,NA,NA
1444,1444,14,19,1,2,2,12,1,3,1,NA,NA
1444,1444,15,19,1,1,1,12,1,3,1,NA,NA
1444,1444,16,19,1,3,2,12,1,3,1,NA,NA
1444,1444,17,19,1,2,2,95,1,2,2,NA,NA
1444,1444,18,19,1,0,1,95,1,2,2,NA,NA
1444,1444,19,19,1,1,2,12,1,3,1,NA,NA
1444,1444,20,19,1,1,1,14,1,2,1,NA,NA
1445,1445,1,19,1,0,1,12,1,2,1,NA,NA
1445,1445,2,19,NA,NA,NA,NA,NA,0,NA,NA,NA
1445,1445,3,19,1,0,1,11,1,2,2,NA,NA
1445,1445,4,19,1,0,2,12,1,2,2,NA,NA
1445,1445,5,19,2,0,1,12,1,2,1,NA,NA
1445,1445,6,19,1,0,1,12,1,1,1,NA,NA
1445,1445,7,19,1,0,2,13,1,2,2,NA,NA
1445,1445,8,19,2,0,2,13,1,2,2,NA,NA
1445,1445,9,19,2,0,2,14,1,2,1,NA,NA
1445,1445,10,19,1,0,2,14,2,1,3,NA,2
1445,1445,11,19,1,1,2,12,1,2,1,NA,NA
1445,1445,12,19,1,0,2,12,1,2,1,NA,NA
1445,1445,13,19,2,0,2,12,1,2,3,NA,NA
1445,1445,14,19,1,3,2,11,1,5,1,NA,NA
1445,1445,15,19,1,4,2,12,1,3,1,NA,NA
1445,1445,16,19,1,3,1,12,1,5,1,NA,NA
1445,1445,17,19,1,0,1,12,1,2,2,NA,NA
1445,1445,18,19,1,0,1,14,1,2,2,NA,NA
1445,1445,19,19,1,0,2,14,1,2,1,NA,NA
1445,1445,20,19,1,1,2,14,2,2,1,NA,1
1446,1446,1,19,1,0,2,12,1,4,2,NA,NA
1446,1446,2,19,1,0,2,14,1,1,1,NA,NA
1446,1446,3,19,1,2,2,12,1,3,2,NA,NA
1446,1446,4,19,1,0,2,12,1,1,1,NA,NA
1446,1446,5,19,1,2,2,12,1,2,2,NA,NA
1446,1446,6,19,2,0,2,12,1,3,1,NA,NA
1446,1446,7,19,1,3,2,12,1,3,1,NA,NA
1446,1446,8,19,1,4,2,12,1,3,1,NA,NA
1446,1446,9,19,2,0,2,12,1,2,2,NA,NA
1446,1446,10,19,1,3,2,12,1,4,1,NA,NA
1446,1446,11,19,1,3,2,12,1,4,1,NA,NA
1446,1446,12,19,1,1,2,12,1,2,1,NA,NA
1446,1446,13,19,1,2,2,12,1,3,1,NA,NA
1446,1446,14,19,NA,NA,NA,NA,NA,0,NA,NA,NA
1446,1446,15,19,1,0,2,12,1,3,1,NA,NA
1446,1446,16,19,1,1,2,12,1,2,1,NA,NA
1446,1446,17,19,1,3,2,12,1,3,2,NA,NA
1446,1446,18,19,2,0,2,12,1,3,2,NA,NA
1446,1446,19,19,1,0,2,14,2,1,3,NA,2
1446,1446,20,19,1,2,2,12,1,3,1,NA,NA
1447,1447,1,19,1,0,1,14,1,2,1,NA,NA
1447,1447,2,19,2,0,2,14,1,1,1,NA,NA
1447,1447,3,19,1,1,2,11,1,3,1,NA,NA
1447,1447,4,19,1,1,2,12,1,4,2,NA,NA
1447,1447,5,19,1,0,2,12,1,3,1,NA,NA
1447,1447,6,19,1,3,2,12,1,4,1,NA,NA
1447,1447,7,19,2,1,2,14,1,3,2,NA,NA
1447,1447,8,19,1,4,2,11,1,4,1,NA,NA
1447,1447,9,19,1,4,1,12,1,3,3,NA,NA
1447,1447,10,19,1,0,2,95,NA,1,4,NA,2
1447,1447,11,19,1,0,2,14,1,3,1,NA,NA
1447,1447,12,19,1,0,2,14,1,4,1,NA,NA
1447,1447,13,19,1,0,2,14,1,2,3,NA,NA
1447,1447,14,19,NA,NA,NA,NA,NA,0,NA,NA,NA
1447,1447,15,19,1,3,1,12,1,4,1,NA,NA
1447,1447,16,19,1,0,2,95,1,1,1,NA,NA
1447,1447,17,19,1,0,2,14,1,1,3,NA,NA
1447,1447,18,19,1,0,2,12,1,2,2,NA,NA
1447,1447,19,19,1,0,2,14,1,2,3,NA,NA
1447,1447,20,19,1,0,2,14,1,2,3,NA,NA
1448,1448,1,19,1,0,1,95,1,2,3,NA,NA
1448,1448,2,19,1,0,2,12,1,2,1,NA,NA
1448,1448,3,19,1,0,2,95,1,1,1,NA,NA
1448,1448,4,19,1,0,2,12,1,2,3,NA,NA
1448,1448,5,19,NA,NA,NA,NA,NA,0,NA,NA,NA
1448,1448,6,19,2,0,2,13,NA,2,4,NA,1
1448,1448,7,19,2,0,2,12,1,3,3,NA,NA
1448,1448,8,19,1,0,2,14,1,2,3,NA,NA
1448,1448,9,19,1,0,2,95,1,1,1,NA,NA
1448,1448,10,19,1,3,2,12,1,3,1,NA,NA
1448,1448,11,19,1,0,1,14,1,2,1,NA,NA
1448,1448,12,19,1,0,1,13,1,2,3,NA,NA
1448,1448,13,19,2,0,1,12,1,2,1,NA,NA
1448,1448,14,19,1,0,2,12,1,2,3,NA,NA
1448,1448,15,19,1,1,1,14,1,1,1,NA,NA
1448,1448,16,19,1,3,1,96,1,2,3,NA,NA
1448,1448,17,19,1,0,2,13,1,3,1,NA,NA
1448,1448,18,19,1,4,2,12,1,4,1,NA,NA
1448,1448,19,19,1,0,2,14,1,3,2,NA,NA
1448,1448,20,19,1,0,2,95,1,1,2,NA,NA
1449,1449,1,19,1,0,2,95,2,2,1,NA,1
1449,1449,2,19,1,3,2,12,1,2,1,NA,NA
1449,1449,3,19,1,0,2,12,1,3,1,NA,NA
1449,1449,4,19,NA,NA,NA,NA,NA,0,NA,NA,NA
1449,1449,5,19,1,0,2,14,1,2,1,NA,NA
1449,1449,6,19,1,0,2,12,1,1,2,NA,NA
1449,1449,7,19,1,0,2,14,1,2,3,NA,NA
1449,1449,8,19,1,0,2,14,1,2,1,NA,NA
1449,1449,9,19,1,0,2,12,1,2,1,NA,NA
1449,1449,10,19,1,0,2,12,1,2,1,NA,NA
1449,1449,11,19,1,0,2,12,2,1,1,NA,1
1449,1449,12,19,1,0,2,12,1,2,1,NA,NA
1449,1449,13,19,1,0,2,95,1,1,1,NA,NA
1449,1449,14,19,1,0,1,14,2,2,1,NA,1
1449,1449,15,19,1,1,1,12,2,2,1,NA,1
1449,1449,16,19,1,0,1,14,1,4,1,NA,NA
1449,1449,17,19,1,2,2,14,1,2,1,NA,NA
1449,1449,18,19,2,0,1,96,1,2,3,NA,NA
1449,1449,19,19,1,0,2,12,1,2,3,NA,NA
1449,1449,20,19,1,0,1,14,NA,2,4,NA,1
1450,1450,1,19,1,0,2,12,1,2,2,NA,NA
1450,1450,2,19,1,0,2,11,1,3,2,NA,NA
1450,1450,3,19,1,0,2,12,1,4,1,NA,NA
1450,1450,4,19,1,0,1,95,2,1,2,NA,2
1450,1450,5,19,2,0,2,12,1,4,1,NA,NA
1450,1450,6,19,1,0,2,14,1,2,1,NA,NA
1450,1450,7,19,1,0,2,14,1,2,1,NA,NA
1450,1450,8,19,1,0,2,14,1,1,3,NA,NA
1450,1450,9,19,1,0,2,12,1,3,1,NA,NA
1450,1450,10,19,1,0,1,13,1,2,1,NA,NA
1450,1450,11,19,1,0,2,14,1,2,1,NA,NA
1450,1450,12,19,1,0,2,14,1,1,1,NA,NA
1450,1450,13,19,1,0,1,12,1,2,3,NA,NA
1450,1450,14,19,1,0,2,13,1,2,1,NA,NA
1450,1450,15,19,1,4,2,12,1,3,1,NA,NA
1450,1450,16,19,1,0,2,12,1,2,3,NA,NA
1450,1450,17,19,1,0,2,12,1,3,1,NA,NA
1450,1450,18,19,1,0,1,14,1,2,2,NA,NA
1450,1450,19,19,1,1,2,95,1,1,3,NA,NA
